Science,Basic 7,The Solar Syatem,Which of the following is a dwarf planet in our solar system?,multiple_choice,b,Pluto was reclassified as a dwarf planet in 2006.,medium,10,45,Mars,Pluto,Jupiter,Venus,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Stars appear to twinkle because of:,multiple_choice,c,Atmospheric turbulence causes starlight to be refracted slightly in different directions.,medium,10,60,Their changing brightness,Their movement,Atmospheric interference,Their distance from Earth,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Our solar system is part of which galaxy?,multiple_choice,a,The Milky Way is the galaxy that contains our Solar System.,easy,10,30,Milky Way,Andromeda,Triangulum,Sombrero,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The force that keeps planets in orbit around the Sun is called:,multiple_choice,b,Gravity is the attractive force between objects with mass.,easy,10,30,Magnetism,Gravity,Friction,Thrust,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,During which season is the Northern Hemisphere tilted towards the Sun?,multiple_choice,d,"The tilt of Earth's axis causes seasons. When the Northern Hemisphere tilts towards the Sun, it experiences summer.",medium,10,45,Autumn,Winter,Spring,Summer,Hoe,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,"What is the name given to a large, spherical body that orbits a star and does not produce its own light?",multiple_choice,a,"Planets fit this description, reflecting light from their star.",easy,10,30,Planet,Star,Comet,Asteroid,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which instrument is used to observe distant celestial objects?,multiple_choice,b,A telescope gathers and magnifies light from distant objects.,easy,10,30,Microscope,Telescope,Binoculars,Periscope,Camera,Binoculars,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The Sun is a:,multiple_choice,c,"The Sun is a star, a massive ball of hot, glowing gases.",easy,10,30,Planet,Moon,Star,Comet,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which of the following is the smallest celestial body?,multiple_choice,b,"Asteroids are rocky remnants, typically smaller than planets.",medium,10,45,Planet,Asteroid,Star,Galaxy,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The Earth's tilt on its axis is responsible for:,multiple_choice,a,"The axial tilt causes different parts of Earth to receive more direct sunlight at different times of the year, leading to seasons.",medium,10,45,Seasons,Day and night,Moon phases,Tides,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The Earth revolves around the Sun in a path called an:,multiple_choice,c,An orbit is the curved path of a celestial object around a star or planet.,easy,10,30,Axis,Rotation,Orbit,Sphere,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the natural satellite of Earth?,multiple_choice,d,The Moon is Earth's only natural satellite.,easy,10,30,Sun,Mars,Venus,Moon,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is a light-year?,multiple_choice,b,"A light-year is a unit of distance, representing how far light travels in one year.",medium,10,60,A unit of time,A unit of distance,The speed of light,The brightness of a star,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The phase of the Moon where the entire face is illuminated is called a:,multiple_choice,a,"During a full moon, the sunlit side of the Moon faces Earth.",easy,10,30,Full Moon,New Moon,Crescent Moon,Gibbous Moon,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which planet is closest to the Sun?,multiple_choice,a,Mercury is the innermost planet in our solar system.,easy,10,30,Mercury,Venus,Earth,Mars,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,"What is the term for a large collection of stars, gas, and dust held together by gravity?",multiple_choice,b,"Galaxies are vast systems of stars, stellar remnants, interstellar gas, dust, and dark matter.",easy,10,30,Nebula,Galaxy,Constellation,Solar System,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Why does the Moon appear to change shape throughout the month?,multiple_choice,b,The changing appearance of the Moon is due to the different amounts of its sunlit side visible from Earth as it orbits.,medium,10,45,It actually changes shape,Earth's shadow covers it,We see different amounts of its lit surface,Clouds cover it,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the name of the star at the center of our solar system?,multiple_choice,d,The Sun is our star.,easy,10,30,Moon,Earth,Mars,Sun,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which planet is known for its prominent ring system?,multiple_choice,b,Saturn has the most spectacular and well-known ring system.,easy,10,30,Jupiter,Saturn,Uranus,Neptune,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The spinning of Earth on its axis is called:,multiple_choice,a,Rotation causes day and night.,easy,10,30,Rotation,Revolution,Orbit,Tilt,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,"Which planet is known as the ""Red Planet""?",multiple_choice,c,Mars is often called the Red Planet due to its reddish appearance caused by iron oxide on its surface.,easy,5,30,Venus,Jupiter,Mars,Saturn,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What causes the different seasons on Earth?,multiple_choice,b,The tilt of Earth's axis as it orbits the sun causes different parts of Earth to receive more direct sunlight at different times of the year.,medium,10,60,Earth's distance from the sun,The tilt of Earth's axis,The Earth's rotation,The moon's orbit around Earth,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which of the following is the smallest celestial body?,multiple_choice,a,Asteroids are generally much smaller than planets, moons, or dwarf planets.,easy,5,30,Asteroid,Moon,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the name of the galaxy our solar system belongs to?,multiple_choice,d,Our solar system is part of the Milky Way galaxy.,easy,5,30,Andromeda,Triangulum,Centaurus A,Milky Way,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the primary factor that keeps planets in orbit around the sun?,multiple_choice,c,Gravity is the force of attraction between the sun and the planets, keeping them in orbit.,medium,10,45,Magnetic force,Air resistance,Gravity,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which layer of the Earth is composed mainly of molten rock (magma)?,multiple_choice,b,The mantle is a thick layer of mostly solid rock, but it contains a ductile layer called the asthenosphere where rock can flow like a very thick liquid (molten). The core is metallic.,medium,10,60,Crust,Mantle,Outer Core,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is a natural satellite of Earth?,multiple_choice,a,The Moon is Earth's only natural satellite.,easy,5,30,Moon,Mars,Sun,Asteroid,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which type of rock is formed from the cooling and solidification of molten magma or lava?,multiple_choice,c,Igneous rocks are formed from the solidification of molten rock.,medium,10,45,Sedimentary,Metamorphic,Igneous,Limestone,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the term for a large natural object that orbits a star and does not emit its own light?,multiple_choice,b,This is the definition of a planet.,easy,5,30,Star,Planet,Comet,Meteor,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The boundary between day and night on Earth is called the?,multiple_choice,d,The terminator is the line that separates the illuminated and dark halves of a celestial body.,hard,15,75,Equator,Prime Meridian,Horizon,Terminator,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What causes tides in Earth's oceans?,multiple_choice,b,The gravitational pull of the Moon and, to a lesser extent, the Sun, causes ocean tides.,medium,10,60,Wind,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which of the following describes the Earth's movement around the Sun?,multiple_choice,a,Revolution is the movement of an object around another object (e.g., Earth around the Sun).,easy,5,30,Revolution,Rotation,Orbit,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is a light-year a unit of?,multiple_choice,d,A light-year is a unit of distance, representing how far light travels in one year.,medium,10,45,Time,Speed,Brightness,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which layer of the Earth is the outermost and thinnest?,multiple_choice,a,The crust is the Earth's thin, outermost layer.,easy,5,30,Crust,Mantle,Outer Core,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the name of the process where rocks are broken down into smaller pieces by wind, water, or ice?,multiple_choice,b,Weathering is the breaking down of rocks.,medium,10,45,Erosion,Weathering,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which phase of the Moon occurs when the side facing Earth is fully illuminated?,multiple_choice,c,A full moon occurs when the entire face of the moon facing Earth is lit up.,easy,5,30,New Moon,Half Moon,Full Moon,Crescent Moon,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What are shooting stars actually?,multiple_choice,b,Shooting stars are meteors, small pieces of rock or dust burning up in Earth's atmosphere.,medium,10,45,Distant stars,Meteors burning in the atmosphere,Comets passing by,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The Earth completes one rotation on its axis approximately every?,multiple_choice,a,One rotation causes day and night, taking approximately 24 hours.,easy,5,30,24 hours,365 days,7 days,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What type of rock is formed when existing rocks are subjected to immense heat and pressure?,multiple_choice,d,Metamorphic rocks are formed from the transformation of existing rocks due to heat and pressure.,medium,10,45,Igneous,Sedimentary,Limestone,Metamorphic,Planet,Star,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which celestial body is at the center of our solar system?,multiple_choice,b,The Sun is the star at the center of our solar system.,easy,5,30,Earth,Sun,Moon,Jupiter,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Why does the Moon appear to change shape over a month?,multiple_choice,a,The phases of the moon are caused by the changing angles at which we view the sunlit portion of the moon as it orbits Earth.,medium,10,60,Because of the Moon's orbit around Earth and changing sunlight,Because of Earth's rotation,Because the Moon actually changes its shape,Because of clouds,Centrifugal force,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the process by which eroded materials are laid down or deposited in a new location?,multiple_choice,c,Deposition is the process where sediments settle out of the transporting medium.,medium,10,45,Weathering,Erosion,Deposition,Compaction,Inner Core,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which celestial objects are characterized by a head and a long, glowing tail when near the sun?,multiple_choice,a,Comets are icy bodies that develop a tail when heated by the sun.,easy,5,30,Comets,Asteroids,Meteors,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which of the following statements about stars is true?,multiple_choice,d,Stars are massive celestial bodies that produce their own light and heat through nuclear fusion.,medium,10,45,Stars are smaller than planets,Stars orbit Earth,Stars reflect light from the Sun,Stars produce their own light,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which of these is a constellation?,multiple_choice,a,Orion is a prominent constellation.,easy,10,30,Orion,Moon,Sun,Mars,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The smallest planet in our solar system is now considered to be:,multiple_choice,b,Mercury is the smallest of the eight recognized planets.,medium,10,45,Venus,Mercury,Mars,Earth,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,"During a total solar eclipse, what blocks the light from the Sun?",multiple_choice,c,A solar eclipse occurs when the Moon passes between the Sun and Earth.,medium,10,45,Earth,A distant planet,The Moon,A comet,Earth's rotation,Gravitational pull of the Moon,Ocean currents,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which planet is known as Earth's 'twin' due to its similar size and mass?,multiple_choice,b,Venus is often called Earth's sister planet due to their similar size and composition.,medium,10,45,Mars,Venus,Mercury,Jupiter,Spin,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the name of the phenomenon where Earth's rotation causes prevailing winds and ocean currents to curve?,multiple_choice,a,The Coriolis effect describes the deflection of moving objects (like winds and currents) due to a rotating frame of reference.,hard,10,75,Coriolis effect,Greenhouse effect,Tidal effect,Magnetic effect,Distance,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The path a celestial body follows as it revolves around another body is its:,multiple_choice,d,An orbit is the regular repeating path that an object in space takes around another one.,easy,10,30,Axis,Rotation,Tilt,Orbit,Inner Core,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Why does the Moon have phases?,multiple_choice,a,Moon phases are caused by the changing angles at which we view the Moon's sunlit surface as it orbits Earth.,easy,10,30,As it orbits Earth, different parts are lit by the Sun,Because of Earth's shadow,Because of its own light,Deposition,Compaction,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which layer of Earth is composed mainly of molten rock?,multiple_choice,c,The mantle is largely composed of molten or semi-molten rock.,medium,10,45,Crust,Inner core,Mantle,Outer core,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What causes tides on Earth?,multiple_choice,b,"The gravitational pull of the Moon, and to a lesser extent the Sun, causes ocean tides.",medium,10,45,Earth's rotation,Gravitational pull of the Moon and Sun,Wind,Ocean currents,Satellites re-entering,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which of these is a gas giant planet?,multiple_choice,d,"Neptune is a gas giant (or ice giant), primarily composed of gases and liquids.",easy,10,30,Earth,Mars,Venus,Neptune,30 days,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which type of telescope uses lenses to focus light?,multiple_choice,a,Refracting telescopes use lenses.,medium,10,45,Refracting telescope,Reflecting telescope,Radio telescope,X-ray telescope,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The asteroid belt is located between which two planets?,multiple_choice,c,The asteroid belt lies between Mars and Jupiter.,medium,10,45,Earth and Mars,Jupiter and Saturn,Mars and Jupiter,Saturn and Uranus,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which of these is considered a 'shooting star'?,multiple_choice,b,A meteor is a streak of light in the sky caused by a meteoroid burning up in Earth's atmosphere.,medium,10,45,Star,Meteor,Comet,Planet,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The different shapes of the Moon that we see are called Moon:,multiple_choice,c,These are the phases of the Moon.,easy,10,30,Eclipses,Orbits,Phases,Tilts,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,"The hot, glowing ball of gas at the center of our solar system is the:",multiple_choice,b,The Sun is a star that provides light and heat to our solar system.,easy,10,30,Moon,Sun,Earth,Jupiter,Planets,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the scientific study of celestial objects and phenomena beyond Earth's atmosphere?,multiple_choice,c,Astronomy is the study of the universe.,easy,10,30,Geology,Meteorology,Astronomy,Biology,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The apparent path of the Sun across the sky throughout the year is called the:,multiple_choice,d,"The ecliptic is the plane of Earth's orbit around the Sun, as viewed from Earth.",hard,10,75,Celestial equator,Meridian,Horizon,Ecliptic,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,"Which inner planet has a very thick, toxic atmosphere of carbon dioxide, leading to an extreme greenhouse effect?",multiple_choice,a,"Venus has a runaway greenhouse effect, making it extremely hot.",medium,10,45,Venus,Mars,Mercury,Earth,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The Moon's surface is covered with craters caused by:,multiple_choice,b,Impacts from asteroids and comets formed the craters on the Moon.,medium,10,45,Volcanic eruptions,Meteoroid impacts,Wind erosion,Water erosion,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Why do we always see the same side of the Moon?,multiple_choice,a,"The Moon's rotation period is synchronous with its orbital period around Earth, meaning it always shows the same face.",hard,10,75,Its rotation period matches its orbital period,It doesn't rotate,The Earth blocks our view of the other side,It only has one side,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,The term 'celestial body' refers to:,multiple_choice,d,Any natural object outside of Earth's atmosphere is a celestial body.,easy,10,30,Only planets,Only stars,Only moons,Any natural object in space,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the largest object in our solar system?,multiple_choice,a,The Sun contains over 99.8% of the total mass of the solar system.,easy,10,30,The Sun,Jupiter,Earth,Milky Way,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the name of the central star in our solar system?,multiple_choice,b,The Sun is the star at the center of our solar system.,easy,5,30,Moon,Sun,Mars,Jupiter,Due to clouds in space,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which Earth movement causes day and night?,multiple_choice,a,Earth's rotation on its axis causes the cycle of day and night.,easy,5,30,Rotation,Revolution,Orbit,Spin,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which layer of the Earth is responsible for Earth's magnetic field?,multiple_choice,d,The convection of molten iron in the outer core generates Earth's magnetic field.,hard,15,75,Crust,Mantle,Inner Core,Outer Core,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is a natural satellite of a planet?,multiple_choice,c,A natural satellite (like a moon) orbits a planet.,easy,5,30,Star,Comet,Moon,Asteroid,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Approximately how long does it take for Earth to complete one revolution around the Sun?,multiple_choice,b,One revolution takes approximately 365.25 days (one year).,easy,5,30,24 hours,365 days,28 days,12 months,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the largest planet in our solar system?,multiple_choice,a,Jupiter is the largest planet.,easy,5,30,Jupiter,Saturn,Earth,Neptune,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which type of rock is formed from compacted and cemented sediments?,multiple_choice,c,Sedimentary rocks are formed from the accumulation and compaction of sediments.,medium,10,45,Igneous,Metamorphic,Sedimentary,Volcanic,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the main process that shapes Earth's surface by moving weathered rock and soil?,multiple_choice,b,Erosion is the process of moving sediments.,medium,10,45,Weathering,Erosion,Deposition,Compaction,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which celestial body is known for its prominent ring system?,multiple_choice,d,Saturn is famous for its rings.,easy,5,30,Jupiter,Uranus,Neptune,Saturn,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the force that holds the planets in orbit around the Sun?,multiple_choice,b,Gravity provides the necessary centripetal force.,medium,10,45,Magnetic force,Gravity,Electrostatic force,Tension,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which phase of the Moon occurs when the Moon is between the Earth and the Sun, and the side facing Earth is not illuminated?,multiple_choice,a,A new moon occurs when the moon is not visible from Earth.,easy,5,30,New Moon,Full Moon,First Quarter,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the outermost layer of the Earth, consisting of the crust and upper mantle?,multiple_choice,d,The lithosphere includes the crust and the rigid uppermost part of the mantle.,hard,15,75,Asthenosphere,Mantle,Core,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,What is the name given to small, rocky bodies that orbit the Sun, mostly found between Mars and Jupiter?,multiple_choice,a,These are asteroids.,easy,5,30,Asteroids,Comets,,,,,,,,,,,,,,,,,,
Science,Basic 7,The Solar Syatem,Which phenomenon occurs when the Moon passes directly between the Sun and Earth, casting a shadow on Earth?,multiple_choice,b,This is a solar eclipse.,medium,10,60,Lunar eclipse,Solar eclipse,Tide,,,,,,,,,,,,,,,,,,
subject_name,class_level_name,topic_title,question_text,question_type,correct_answer,explanation,difficulty,points,time_limit,choice_a,choice_b,choice_c,choice_d,,,,,,,,,,,,,,,,,,
Science,Grade 7,Water and Solutions,What is a solution?,multiple_choice,a,A solution is a mixture where one substance (solute) is completely dissolved in another (solvent).,medium,10,75,A mixture where one substance dissolves in another,Any liquid mixture,Only water with salt,A solid mixed with a liquid,,,,,,,,,,,,,,,,,,
Science,Grade 7,Water and Solutions,What is the universal solvent?,multiple_choice,c,Water is called the universal solvent because it can dissolve more substances than any other liquid.,medium,10,60,Alcohol,Oil,Water,Vinegar,,,,,,,,,,,,,,,,,,
Science,Grade 7,Water and Solutions,What happens when you add salt to water?,multiple_choice,b,When salt is added to water it dissolves forming a salt water solution.,easy,10,45,The salt disappears forever,The salt dissolves,The water evaporates,The salt floats,,,,,,,,,,,,,,,,,,
Science,Grade 7,Water and Solutions,How can you separate salt from salt water?,multiple_choice,d,Evaporation removes the water leaving the salt behind as the water changes to vapor.,medium,10,75,Filtering,Stirring,Adding more water,Evaporation,,,,,,,,,,,,,,,,,,
Science,Grade 7,Water and Solutions,What affects how fast a substance dissolves?,multiple_choice,a,Temperature stirring and particle size all affect the rate at which substances dissolve.,hard,10,90,Temperature stirring and particle size,Only temperature,Only stirring,Only the amount of water,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,What is the chemical formula for water?,multiple_choice,b,H2O represents two hydrogen atoms bonded to one oxygen atom.,easy,10,30,CO2,H2O,O2,NaCl,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,A substance that dissolves in a solvent to form a solution is called a:,multiple_choice,a,The solute is the substance that gets dissolved.,easy,10,30,Solute,Solvent,Mixture,Compound,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Water is often called the 'universal solvent' because it can dissolve many:,multiple_choice,d,Water's polarity allows it to dissolve a wide range of substances.,easy,10,30,Gases,Solids,Liquids,Substances,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"When salt dissolves in water, the salt is the:",multiple_choice,b,"In a solution, the substance being dissolved is the solute.",easy,10,30,Solvent,Solute,Mixture,Compound,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,A solution in which no more solute can be dissolved at a given temperature is called a:,multiple_choice,c,A saturated solution holds the maximum amount of solute it can at that temperature.,medium,10,45,Unsaturated solution,Dilute solution,Saturated solution,Concentrated solution,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Which of the following would dissolve fastest in water?,multiple_choice,d,"Smaller particles (powdered) have a larger surface area exposed to the solvent, speeding up dissolution.",medium,10,45,A large sugar cube in cold water,A large sugar cube in hot water,Powdered sugar in cold water,Powdered sugar in hot water,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,The amount of solute dissolved in a given amount of solvent or solution is called its:,multiple_choice,a,Concentration indicates the proportion of solute in a solution.,medium,10,45,Concentration,Solubility,Density,Volume,Last Quarter,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Which factor generally increases the solubility of a solid in a liquid?,multiple_choice,b,"For most solids, increasing temperature increases their solubility in liquids.",medium,10,45,Decreasing temperature,Increasing temperature,Decreasing stirring,Decreasing surface area,Lithosphere,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"Water has a high specific heat capacity, meaning it:",multiple_choice,c,"High specific heat means water requires a lot of energy to change its temperature, which is why large bodies of water moderate local climates.",hard,10,75,Boils easily,Freezes easily,Heats up and cools down slowly,Dissolves many substances,Meteors,Planets,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Which of these is a solution?,multiple_choice,b,Saltwater is a homogeneous mixture where salt is dissolved in water.,easy,10,30,Sand and water,Saltwater,Oil and water,Milk,Meteor shower,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"To make a solute dissolve faster in a solvent, you can:",multiple_choice,d,Stirring increases the contact between solute and solvent particles.,easy,10,30,Make the solvent colder,Use larger solute particles,Reduce stirring,Stir the mixture,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"When you mix oil and water, they form separate layers. This means oil is __________ in water.",multiple_choice,b,Insoluble substances do not dissolve.,easy,10,30,Soluble,Insoluble,Miscible,Dilute,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Which property of water allows insects to walk on its surface?,multiple_choice,a,"Surface tension, caused by cohesive forces between water molecules, creates a 'skin' on the water's surface.",medium,10,60,Surface tension,Cohesion,Adhesion,High boiling point,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,A substance that does not dissolve in water is called:,multiple_choice,c,Insoluble means incapable of being dissolved.,easy,10,30,Soluble,Solution,Insoluble,Solvent,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Which of the following is an example of an aqueous solution?,multiple_choice,a,Aqueous solutions have water as the solvent.,easy,10,30,Sugar dissolved in water,Oil mixed with sand,Air,Pure gold,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Which factor decreases the solubility of a gas in a liquid?,multiple_choice,a,"Increasing temperature generally decreases the solubility of gases in liquids (e.g., soda goes flat faster when warm).",medium,10,60,Increasing temperature,Decreasing temperature,Increasing pressure,Stirring,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"When a solution is 'dilute', it means it has a:",multiple_choice,c,A dilute solution has a small amount of solute relative to the solvent.,easy,10,30,Large amount of solute,High concentration,Small amount of solute,No solute,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"If a substance readily dissolves in water, it is said to be:",multiple_choice,c,Soluble means capable of being dissolved.,easy,10,30,Insoluble,Miscible,Soluble,Pure,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,What effect does crushing a solute have on its dissolving rate?,multiple_choice,a,"Crushing increases surface area, allowing more contact with the solvent and speeding up dissolution.",medium,10,45,Increases the dissolving rate,Decreases the dissolving rate,Has no effect,Makes it insoluble,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"When table sugar is dissolved in water, the resulting mixture is called a:",multiple_choice,b,"Sugar dissolves evenly in water, forming a homogeneous solution.",easy,10,30,Suspension,Solution,Colloid,Emulsion,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"Which property of water allows it to stick to other surfaces (e.g., water clinging to glass)?",multiple_choice,a,Adhesion is the attraction between water molecules and other surfaces.,medium,10,60,Adhesion,Cohesion,Surface tension,Density,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"Water molecules have a positive and negative end, making them:",multiple_choice,d,This uneven distribution of charge makes water molecules polar.,hard,10,75,Nonpolar,Ionic,Covalent,Polar,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Which term describes a solution that contains less solute than it can potentially hold at a given temperature?,multiple_choice,a,An unsaturated solution can still dissolve more solute.,medium,10,45,Unsaturated solution,Saturated solution,Supersaturated solution,Concentrated solution,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"A mixture where one substance is evenly distributed in another, forming a clear substance, is a:",multiple_choice,a,Solutions are homogeneous mixtures.,easy,10,30,Solution,Suspension,Colloid,Heterogeneous mixture,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,What happens to the solubility of most gases in water as temperature increases?,multiple_choice,c,"As water gets warmer, dissolved gases escape more easily.",medium,10,45,Increases,Stays the same,Decreases,Becomes insoluble,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,Which of the following would NOT dissolve in water?,multiple_choice,b,Oil is nonpolar and does not mix with polar water.,easy,10,30,Salt,Oil,Sugar,Vinegar,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,A solution that contains more dissolved solute than a saturated solution at the same temperature is called:,multiple_choice,d,Supersaturated solutions are unstable and tend to precipitate excess solute.,hard,10,75,Unsaturated,Dilute,Concentrated,Supersaturated,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,"When a liquid is able to dissolve in another liquid, they are described as:",multiple_choice,a,Miscible liquids can mix to form a homogeneous solution.,medium,10,45,Miscible,Immiscible,Soluble,Insoluble,,,,,,,,,,,,,,,,,,
Science,Basic 7,Water and Solutions,What type of solution conducts electricity well?,multiple_choice,b,Solutions containing dissolved ions (electrolytes) conduct electricity.,medium,10,60,Non-electrolyte solution,Electrolyte solution,Pure water,Suspension,,,,,,,,,,,,,,,,,,
